estimated_delivery_date,actual_delivery_date,carrier_name,shipping_cost,destination_country,delivery_time_days,on_time,route
2011-10-04,2011-10-11,Ocean,14439.19,South Africa,7,0,South Africa
2014-05-09,2014-05-09,Ocean,2461.63,Haiti,0,1,Haiti
2011-06-13,2011-06-13,Ocean,6121.41,South Africa,0,1,South Africa
2012-03-22,2012-03-22,Air,31382.03,Kenya,0,1,Kenya
2013-08-05,2013-08-09,Air,14019.38,Zambia,4,0,Zambia
2012-01-11,2012-01-11,Air,593.72,Sudan,0,1,Sudan
2012-06-29,2012-06-29,Air,6072.8,Rwanda,0,1,Rwanda
2014-05-24,2014-05-24,Air,2508.46,Tanzania,0,1,Tanzania
2010-08-04,2010-08-04,Air,11566.55,Mozambique,0,1,Mozambique
2011-10-26,2011-10-26,Air,27952.72,Zambia,0,1,Zambia
2013-10-23,2013-10-23,Ocean,7814.59,Tanzania,0,1,Tanzania
2010-08-17,2010-08-17,Air,3489.46,Côte d'Ivoire,0,1,Côte d'Ivoire
2011-09-12,2011-09-12,Air,483.68,Dominican Republic,0,1,Dominican Republic
2010-06-11,2010-06-11,Air,4116.81,South Africa,0,1,South Africa
2013-09-14,2013-09-14,Air,30711.92,Uganda,0,1,Uganda
2012-10-29,2012-10-29,Air,5293.76,Haiti,0,1,Haiti
2014-09-08,2014-09-08,Air,16397.94,Mozambique,0,1,Mozambique
2012-09-05,2012-09-05,Air,810.96,Ethiopia,0,1,Ethiopia
2015-07-30,2015-07-30,Air,4559.25,Vietnam,0,1,Vietnam
2014-02-07,2014-02-07,Air,5385.37,Côte d'Ivoire,0,1,Côte d'Ivoire
2010-12-08,2010-12-08,Air,5159.33,South Africa,0,1,South Africa
2012-05-21,2012-05-21,Air,732.72,Malawi,0,1,Malawi
2011-07-01,2011-07-01,Air,2093.31,Côte d'Ivoire,0,1,Côte d'Ivoire
2014-07-20,2014-07-21,Air,20555.45,Zambia,1,0,Zambia
2010-06-11,2010-06-11,Air,781.5,Côte d'Ivoire,0,1,Côte d'Ivoire
2011-10-05,2011-10-05,Air,19196.73,Tanzania,0,1,Tanzania
2014-07-09,2014-07-10,Air,62466.03,Nigeria,1,0,Nigeria
2015-02-18,2015-02-18,Air,30778.29,Côte d'Ivoire,0,1,Côte d'Ivoire
2014-10-14,2014-10-14,Air,3603.93,Uganda,0,1,Uganda
2014-06-25,2014-06-25,Air,1317.01,Haiti,0,1,Haiti
2010-03-24,2010-03-24,Air,1400.91,Uganda,0,1,Uganda
2011-05-12,2011-05-12,Air,13790.1,Angola,0,1,Angola
2010-08-04,2010-08-04,Air,1127.95,Rwanda,0,1,Rwanda
2013-07-17,2013-07-17,Air,22892.07,"Congo, DRC",0,1,"Congo, DRC"
2013-04-01,2013-04-01,Air,1226.11,Vietnam,0,1,Vietnam
2009-09-08,2009-09-08,Air,23167.84,Mozambique,0,1,Mozambique
2013-10-16,2013-10-16,Air,1406.75,Cameroon,0,1,Cameroon
2012-07-26,2012-07-26,Air,5248.47,Vietnam,0,1,Vietnam
2010-02-05,2010-02-05,Air,4022.89,Côte d'Ivoire,0,1,Côte d'Ivoire
2012-07-05,2012-07-05,Ocean,24624.0,Côte d'Ivoire,0,1,Côte d'Ivoire
2010-01-07,2010-01-07,Air,24172.01,Kenya,0,1,Kenya
2012-10-25,2012-10-25,Air,330.0,Uganda,0,1,Uganda
2015-07-13,2015-07-13,Air,3809.94,Vietnam,0,1,Vietnam
2013-04-03,2013-04-03,Air,958.85,Vietnam,0,1,Vietnam
2015-03-20,2015-03-20,Air,2265.89,Uganda,0,1,Uganda
2011-11-02,2011-11-02,Ocean,10283.25,South Africa,0,1,South Africa
2013-12-23,2013-12-23,Air,1726.5,Côte d'Ivoire,0,1,Côte d'Ivoire
2011-09-15,2011-09-15,Ocean,10748.78,South Africa,0,1,South Africa
2014-01-13,2014-01-13,Air,6020.81,Zambia,0,1,Zambia
2010-09-14,2010-09-14,Air,1254.61,Dominican Republic,0,1,Dominican Republic
2015-04-02,2015-04-02,Air,2905.84,Rwanda,0,1,Rwanda
2009-11-11,2009-11-11,Air,2191.21,Mozambique,0,1,Mozambique
2012-10-22,2012-10-22,Ocean,9272.18,Haiti,0,1,Haiti
2013-10-02,2013-10-02,Air,1619.3,Malawi,0,1,Malawi
2013-11-07,2013-11-07,Air,19891.2,Nigeria,0,1,Nigeria
2014-03-13,2014-03-13,Air,3584.08,Zimbabwe,0,1,Zimbabwe
2013-10-18,2013-10-18,Air,40227.6,Cameroon,0,1,Cameroon
2009-08-14,2009-08-14,Air,3997.31,Rwanda,0,1,Rwanda
2009-10-19,2009-10-19,Air,1060.35,Rwanda,0,1,Rwanda
2010-11-12,2010-11-12,Air,2742.83,Sudan,0,1,Sudan
2012-12-31,2012-12-31,Air,22067.21,Tanzania,0,1,Tanzania
2013-11-09,2013-11-09,Air,46044.38,Cameroon,0,1,Cameroon
2014-10-01,2014-10-01,Air,379.77,Vietnam,0,1,Vietnam
2011-02-07,2011-02-07,Air,650.97,Botswana,0,1,Botswana
2015-04-09,2015-04-09,Ocean,10500.29,Haiti,0,1,Haiti
2014-06-12,2014-06-12,Air,7326.63,Ghana,0,1,Ghana
2014-02-14,2014-02-14,Air,281.94,Uganda,0,1,Uganda
2015-04-28,2015-04-28,Air,40716.16,Ethiopia,0,1,Ethiopia
2012-08-16,2012-08-16,Air,7727.12,Côte d'Ivoire,0,1,Côte d'Ivoire
2015-02-19,2015-02-19,Air,514.52,Swaziland,0,1,Swaziland
2011-10-17,2011-10-17,Air,27376.29,Côte d'Ivoire,0,1,Côte d'Ivoire
2013-12-27,2013-12-27,Air,50445.73,Tanzania,0,1,Tanzania
2010-03-03,2010-03-03,Air,971.8,Haiti,0,1,Haiti
2015-01-19,2015-01-19,Air,31306.65,Nigeria,0,1,Nigeria
2015-05-21,2015-05-21,Air,41141.5,Zimbabwe,0,1,Zimbabwe
2014-10-25,2014-10-25,Air,1353.35,Tanzania,0,1,Tanzania
2013-05-16,2013-05-16,Air,1441.21,South Sudan,0,1,South Sudan
2012-09-05,2012-09-05,Air,41300.11,Kenya,0,1,Kenya
2013-10-04,2013-10-04,Air,4604.83,Uganda,0,1,Uganda
2011-05-11,2011-05-11,Air,290.0,Haiti,0,1,Haiti
2012-12-07,2012-12-07,Air,22317.25,Tanzania,0,1,Tanzania
2010-07-15,2010-07-15,Air,25285.11,South Africa,0,1,South Africa
2014-10-14,2014-10-14,Air,798.43,Uganda,0,1,Uganda
2013-09-18,2013-09-19,Air,13383.47,Nigeria,1,0,Nigeria
2012-09-04,2012-09-04,Air,52239.49,Mozambique,0,1,Mozambique
2011-11-02,2011-11-02,Ocean,7609.7,South Africa,0,1,South Africa
2011-04-05,2011-04-05,Ocean,17278.96,South Africa,0,1,South Africa
2014-01-03,2014-01-03,Air,4837.38,Côte d'Ivoire,0,1,Côte d'Ivoire
2012-07-03,2012-07-03,Ocean,23708.81,Haiti,0,1,Haiti
2014-01-24,2014-01-24,Air,3899.33,Côte d'Ivoire,0,1,Côte d'Ivoire
2014-07-08,2014-07-08,Air,2033.62,Côte d'Ivoire,0,1,Côte d'Ivoire
2011-12-01,2011-12-01,Air,1128.74,Côte d'Ivoire,0,1,Côte d'Ivoire
2014-10-22,2014-10-22,Air,2429.39,Namibia,0,1,Namibia
2014-12-02,2014-12-02,Air,846.69,Cameroon,0,1,Cameroon
2009-08-17,2009-08-17,Air,5180.34,Côte d'Ivoire,0,1,Côte d'Ivoire
2010-12-07,2010-12-07,Air,3135.97,Haiti,0,1,Haiti
2011-03-04,2011-03-04,Ocean,10446.36,South Africa,0,1,South Africa
2012-09-10,2012-09-10,Air,8542.94,Botswana,0,1,Botswana
2010-11-17,2010-11-17,Air,50550.58,Rwanda,0,1,Rwanda
2012-07-03,2012-07-03,Air,11216.78,Nigeria,0,1,Nigeria
2012-11-06,2012-11-06,Air,30726.22,Nigeria,0,1,Nigeria
2014-10-01,2014-10-01,Air,277.4,Mozambique,0,1,Mozambique
2013-11-09,2013-11-09,Air,62102.07,Cameroon,0,1,Cameroon
2009-11-12,2009-11-12,Air,2863.47,Namibia,0,1,Namibia
2013-11-07,2013-11-11,Air,20602.3,Nigeria,4,0,Nigeria
2014-04-14,2014-04-14,Air,15537.04,Haiti,0,1,Haiti
2012-11-06,2012-11-07,Air,30726.22,Nigeria,1,0,Nigeria
2013-09-24,2013-09-24,Air,5755.58,Côte d'Ivoire,0,1,Côte d'Ivoire
2015-05-14,2015-05-14,Air,6164.1,Uganda,0,1,Uganda
2012-05-02,2012-05-02,Air,27686.29,Mozambique,0,1,Mozambique
2012-02-20,2012-02-20,Air,1076.15,Sudan,0,1,Sudan
2015-01-12,2015-01-12,Air,11368.84,Zimbabwe,0,1,Zimbabwe
2014-10-29,2014-10-29,Air,4881.42,Vietnam,0,1,Vietnam
2013-08-20,2013-08-20,Air,1180.73,Haiti,0,1,Haiti
2010-11-12,2010-11-12,Air,13765.81,Kenya,0,1,Kenya
2009-09-29,2009-09-29,Air,23097.81,Mozambique,0,1,Mozambique
2011-07-07,2011-07-12,Air,23826.25,Nigeria,5,0,Nigeria
2013-12-13,2013-12-13,Air,9061.84,Rwanda,0,1,Rwanda
2013-11-16,2013-11-16,Air,20416.03,Uganda,0,1,Uganda
2010-04-07,2010-04-07,Air,9689.81,Côte d'Ivoire,0,1,Côte d'Ivoire
2013-05-08,2013-05-08,Air,1026.15,Uganda,0,1,Uganda
2015-04-24,2015-04-24,Air,3428.37,Haiti,0,1,Haiti
2014-08-11,2014-08-11,Air,40965.77,"Congo, DRC",0,1,"Congo, DRC"
2014-08-26,2014-08-26,Air,1393.29,Uganda,0,1,Uganda
2013-09-02,2013-09-02,Ocean,6806.86,Haiti,0,1,Haiti
2011-10-05,2011-10-05,Ocean,160.52,South Africa,0,1,South Africa
2013-07-17,2013-07-17,Air,130.0,Guyana,0,1,Guyana
2012-02-13,2012-02-13,Air,290.0,Haiti,0,1,Haiti
2014-07-30,2014-07-30,Air,5718.39,Uganda,0,1,Uganda
2014-05-09,2014-05-09,Ocean,2549.52,Haiti,0,1,Haiti
2015-06-02,2015-06-02,Air,11732.9,Nigeria,0,1,Nigeria
2010-07-27,2010-07-27,Air,9205.05,South Africa,0,1,South Africa
2015-04-27,2015-04-27,Air,1414.69,Ethiopia,0,1,Ethiopia
2013-01-09,2013-01-09,Air,24927.19,Nigeria,0,1,Nigeria
2013-10-03,2013-10-03,Air,3315.82,Vietnam,0,1,Vietnam
2015-04-10,2015-04-10,Air,4659.75,Ghana,0,1,Ghana
2013-06-29,2013-06-29,Air,1412.9,South Sudan,0,1,South Sudan
2013-12-23,2013-12-10,Air,61637.1,Nigeria,-13,1,Nigeria
2012-02-02,2012-02-02,Air,2682.48,Rwanda,0,1,Rwanda
2010-04-08,2010-04-08,Air,2418.62,Haiti,0,1,Haiti
2013-11-07,2013-11-11,Air,20705.23,Nigeria,4,0,Nigeria
2014-09-16,2014-09-23,Air,6194.69,Vietnam,7,0,Vietnam
2011-08-18,2011-08-18,Air,2039.73,Kenya,0,1,Kenya
2014-03-03,2014-03-03,Air,926.13,Guyana,0,1,Guyana
2013-07-29,2013-07-29,Air,5110.28,Guyana,0,1,Guyana
2010-03-01,2010-03-01,Air,1681.44,Botswana,0,1,Botswana
2009-11-17,2009-11-17,Air,3163.87,Tanzania,0,1,Tanzania
2011-12-22,2011-12-22,Air,17806.34,Zimbabwe,0,1,Zimbabwe
2011-09-04,2011-09-04,Air,25501.1,Rwanda,0,1,Rwanda
2014-07-29,2014-07-29,Air,78813.53,Ethiopia,0,1,Ethiopia
2013-10-15,2013-10-15,Air,572.55,Malawi,0,1,Malawi
2011-03-30,2011-03-30,Air,450.0,Haiti,0,1,Haiti
2011-08-31,2011-08-31,Air,28669.23,Nigeria,0,1,Nigeria
2013-10-18,2013-10-18,Air,34441.93,Cameroon,0,1,Cameroon
2012-08-28,2012-08-28,Air,911.32,Ethiopia,0,1,Ethiopia
2010-05-05,2010-05-15,Air,14829.77,Nigeria,10,0,Nigeria
2013-12-27,2013-12-27,Air,33442.63,Tanzania,0,1,Tanzania
2013-03-11,2013-03-11,Air,971.7,Haiti,0,1,Haiti
2011-12-01,2011-12-01,Ocean,9582.53,South Africa,0,1,South Africa
2013-04-25,2013-04-25,Air,9299.26,Zimbabwe,0,1,Zimbabwe
2013-07-24,2013-07-24,Air,27038.58,Zambia,0,1,Zambia
2013-09-18,2013-09-18,Air,13325.65,Nigeria,0,1,Nigeria
2014-03-24,2014-03-24,Air,946.77,Burundi,0,1,Burundi
2014-02-11,2014-02-11,Air,13222.33,Côte d'Ivoire,0,1,Côte d'Ivoire
2012-10-27,2012-10-27,Air,404.78,Vietnam,0,1,Vietnam
2012-01-09,2012-01-09,Ocean,4228.61,South Africa,0,1,South Africa
2011-10-10,2011-10-25,Ocean,9951.38,South Africa,15,0,South Africa
2013-09-17,2013-09-16,Air,20906.77,Tanzania,-1,1,Tanzania
2010-07-28,2010-07-28,Air,9169.63,Tanzania,0,1,Tanzania
2010-03-01,2010-03-01,Air,402.42,Botswana,0,1,Botswana
2010-08-07,2010-08-07,Air,16416.58,Tanzania,0,1,Tanzania
2012-03-27,2012-03-27,Air,529.4,Ethiopia,0,1,Ethiopia
2009-08-31,2009-08-31,Air,2906.31,Namibia,0,1,Namibia
2014-06-24,2014-06-24,Air,9716.76,Tanzania,0,1,Tanzania
2012-09-18,2012-09-18,Air,296.52,Guyana,0,1,Guyana
2011-12-22,2011-12-22,Air,46002.44,Côte d'Ivoire,0,1,Côte d'Ivoire
2011-12-22,2011-12-22,Air,4877.34,Haiti,0,1,Haiti
2012-01-27,2012-01-27,Ocean,11534.48,South Africa,0,1,South Africa
2009-09-09,2009-09-09,Air,2278.11,Tanzania,0,1,Tanzania
2012-07-20,2012-07-20,Air,19625.64,Rwanda,0,1,Rwanda
2011-05-25,2011-05-25,Air,3060.82,Nigeria,0,1,Nigeria
2011-04-13,2011-04-13,Air,8494.45,Vietnam,0,1,Vietnam
2012-06-27,2012-06-27,Air,742.1,Vietnam,0,1,Vietnam
2014-07-16,2014-07-16,Air,4399.65,Rwanda,0,1,Rwanda
2010-12-13,2010-12-08,Air,4876.34,South Africa,-5,1,South Africa
2012-01-09,2012-01-09,Ocean,3755.91,South Africa,0,1,South Africa
2014-04-14,2014-04-14,Air,11663.16,Nigeria,0,1,Nigeria
2014-10-09,2014-10-09,Air,20394.49,Ghana,0,1,Ghana
2015-03-26,2015-03-26,Air,1604.56,Haiti,0,1,Haiti
2010-04-21,2010-04-21,Air,845.1,Uganda,0,1,Uganda
2011-07-12,2011-07-12,Air,37173.01,Côte d'Ivoire,0,1,Côte d'Ivoire
2014-06-26,2014-06-26,Air,1899.22,Uganda,0,1,Uganda
2012-05-10,2012-05-10,Air,527.0,Uganda,0,1,Uganda
2013-08-01,2013-08-01,Air,11077.85,Vietnam,0,1,Vietnam
2010-09-29,2010-09-29,Air,2572.68,Mozambique,0,1,Mozambique
2012-02-09,2012-02-09,Air,1504.59,South Sudan,0,1,South Sudan
2012-12-07,2012-11-30,Air,7765.61,Tanzania,-7,1,Tanzania
2013-09-24,2013-09-24,Air,17907.7,Tanzania,0,1,Tanzania
2010-03-04,2010-03-04,Air,6558.08,Guyana,0,1,Guyana
2010-10-22,2010-10-22,Ocean,8559.24,South Africa,0,1,South Africa
2013-04-22,2013-04-22,Air,1203.4,Uganda,0,1,Uganda
2010-05-03,2010-04-26,Air,14582.14,Zambia,-7,1,Zambia
2009-12-03,2009-12-03,Air,1072.35,Uganda,0,1,Uganda
2013-03-11,2013-03-11,Air,1119.09,Haiti,0,1,Haiti
2014-07-31,2014-07-31,Air,3587.34,Côte d'Ivoire,0,1,Côte d'Ivoire
2010-06-22,2010-06-22,Air,10263.55,Vietnam,0,1,Vietnam
2013-09-18,2013-09-24,Air,13325.5,Nigeria,6,0,Nigeria
2015-04-17,2015-04-17,Air,660.77,Uganda,0,1,Uganda
2010-12-13,2010-12-13,Air,4876.34,South Africa,0,1,South Africa
2013-11-07,2013-11-07,Air,21084.84,Nigeria,0,1,Nigeria
2010-08-13,2010-08-13,Air,17031.91,Vietnam,0,1,Vietnam
2010-09-20,2010-09-20,Air,1697.9,South Africa,0,1,South Africa
2014-07-02,2014-07-02,Air,520.19,Vietnam,0,1,Vietnam
2012-05-31,2012-05-31,Air,28142.92,Côte d'Ivoire,0,1,Côte d'Ivoire
2013-02-13,2013-02-13,Air,989.0,Uganda,0,1,Uganda
2010-03-23,2010-03-23,Air,1804.2,Guinea,0,1,Guinea
2010-08-03,2010-08-03,Air,8711.4,Vietnam,0,1,Vietnam
2010-04-05,2010-04-05,Air,2058.84,Guyana,0,1,Guyana
2010-05-24,2010-05-24,Air,3174.13,Tanzania,0,1,Tanzania
2013-12-04,2013-12-04,Air,11067.86,Cameroon,0,1,Cameroon
2014-08-26,2014-08-26,Air,734.66,"Congo, DRC",0,1,"Congo, DRC"
2011-01-06,2011-01-06,Ocean,7905.94,South Africa,0,1,South Africa
2010-03-04,2010-03-04,Air,386.16,Guyana,0,1,Guyana
2014-09-17,2014-09-17,Air Charter,29257.65,Zimbabwe,0,1,Zimbabwe
2014-12-10,2014-12-10,Air,2531.62,Guyana,0,1,Guyana
2014-02-18,2014-02-18,Air,57017.68,Nigeria,0,1,Nigeria
2014-10-17,2014-10-17,Air,14125.63,Rwanda,0,1,Rwanda
2010-04-08,2010-04-08,Air,2658.09,Vietnam,0,1,Vietnam
2014-02-17,2014-02-17,Air,11656.59,Haiti,0,1,Haiti
2011-01-14,2011-01-14,Air,13562.35,Côte d'Ivoire,0,1,Côte d'Ivoire
2010-06-30,2010-06-30,Air,1691.15,Namibia,0,1,Namibia
2012-05-23,2012-05-23,Air,1470.09,Malawi,0,1,Malawi
2010-03-10,2010-03-10,Air,985.78,Uganda,0,1,Uganda
2014-09-17,2014-09-17,Air Charter,27376.22,Zimbabwe,0,1,Zimbabwe
2014-08-11,2014-08-11,Air,828.23,Guyana,0,1,Guyana
2011-01-06,2011-01-06,Ocean,11138.89,South Africa,0,1,South Africa
2014-03-27,2014-03-27,Air,26266.34,Rwanda,0,1,Rwanda
2011-09-29,2011-10-05,Air,22523.12,Tanzania,6,0,Tanzania
2015-05-11,2015-05-11,Air,929.85,Rwanda,0,1,Rwanda
2010-05-26,2010-05-26,Air,1836.81,Côte d'Ivoire,0,1,Côte d'Ivoire
2010-11-22,2010-11-22,Air,634.36,Botswana,0,1,Botswana
2010-06-24,2010-06-24,Air,3296.58,South Africa,0,1,South Africa
2011-06-28,2011-06-28,Air,16359.2,Ethiopia,0,1,Ethiopia
2013-08-24,2013-08-24,Air,17997.84,Tanzania,0,1,Tanzania
2012-09-27,2012-09-27,Air,13180.76,Tanzania,0,1,Tanzania
2010-09-15,2010-09-15,Air,2173.4,Zambia,0,1,Zambia
2013-12-04,2013-12-04,Air,672.49,Guyana,0,1,Guyana
2014-04-25,2014-04-25,Air,3765.28,Côte d'Ivoire,0,1,Côte d'Ivoire
2014-06-11,2014-06-11,Air,1899.89,Côte d'Ivoire,0,1,Côte d'Ivoire
2011-09-29,2011-09-29,Air,1794.89,Tanzania,0,1,Tanzania
2010-01-25,2010-01-25,Air,1701.1,Vietnam,0,1,Vietnam
2012-07-20,2012-07-20,Air,3840.85,Rwanda,0,1,Rwanda
2015-07-30,2015-07-30,Air,3868.49,Vietnam,0,1,Vietnam
2012-12-07,2012-12-07,Air,22617.38,Tanzania,0,1,Tanzania
2011-04-29,2011-04-29,Air,4588.02,Côte d'Ivoire,0,1,Côte d'Ivoire
2013-01-09,2013-01-08,Air,24927.19,Nigeria,-1,1,Nigeria
2010-05-20,2010-05-20,Air,18862.39,Zimbabwe,0,1,Zimbabwe
2010-03-22,2010-03-22,Air,8747.56,Vietnam,0,1,Vietnam
2012-03-07,2012-03-08,Air,9894.85,Tanzania,1,0,Tanzania
2011-06-09,2011-06-09,Air,24382.98,Tanzania,0,1,Tanzania
2013-11-13,2013-11-13,Air,2454.46,Tanzania,0,1,Tanzania
2015-04-09,2015-04-09,Air,9768.22,Côte d'Ivoire,0,1,Côte d'Ivoire
2010-03-15,2010-03-15,Air,4755.76,Vietnam,0,1,Vietnam
2012-01-24,2012-01-25,Air,98521.56,Rwanda,1,0,Rwanda
2012-02-20,2012-02-20,Air,6941.12,Ethiopia,0,1,Ethiopia
2011-02-23,2011-02-23,Ocean,6038.21,South Africa,0,1,South Africa
2012-12-19,2012-12-19,Air,2148.1,Vietnam,0,1,Vietnam
2012-10-08,2012-10-08,Ocean,24250.15,Rwanda,0,1,Rwanda
2014-01-17,2014-01-17,Air,3231.11,Uganda,0,1,Uganda
2010-02-18,2010-02-18,Air,395.0,Uganda,0,1,Uganda
2011-04-07,2011-04-07,Air,897.87,Mozambique,0,1,Mozambique
2010-03-03,2010-03-03,Air,2204.08,Rwanda,0,1,Rwanda
2013-06-04,2013-06-04,Air,36428.24,Côte d'Ivoire,0,1,Côte d'Ivoire
2010-03-13,2010-03-13,Air,11884.14,Vietnam,0,1,Vietnam
2009-12-15,2009-12-15,Air,82236.74,Tanzania,0,1,Tanzania
2011-06-17,2011-06-17,Air,5054.68,Côte d'Ivoire,0,1,Côte d'Ivoire
2013-04-24,2013-04-24,Air,10533.01,Vietnam,0,1,Vietnam
2014-05-27,2014-05-27,Air,6758.01,Tanzania,0,1,Tanzania
2013-02-27,2013-02-27,Air,13037.01,"Congo, DRC",0,1,"Congo, DRC"
2014-08-18,2014-08-18,Air,1779.1,Vietnam,0,1,Vietnam
2009-09-24,2009-09-24,Air,18937.3,Mozambique,0,1,Mozambique
2013-10-18,2013-10-11,Air,37479.21,Cameroon,-7,1,Cameroon
2014-09-16,2014-09-16,Air,3790.32,Vietnam,0,1,Vietnam
2011-09-29,2011-09-29,Air,22086.15,Tanzania,0,1,Tanzania
2010-07-16,2010-07-16,Air,9535.67,Vietnam,0,1,Vietnam
2009-10-26,2009-10-26,Air,1000.94,Uganda,0,1,Uganda
2012-09-21,2012-09-21,Air,935.89,Uganda,0,1,Uganda
2011-01-05,2011-01-05,Air,1219.85,Ethiopia,0,1,Ethiopia
2013-02-08,2013-02-08,Air,1253.45,Uganda,0,1,Uganda
2014-10-13,2014-10-13,Air,2516.62,Côte d'Ivoire,0,1,Côte d'Ivoire
2014-06-14,2014-06-14,Air Charter,68350.52,Zimbabwe,0,1,Zimbabwe
2010-06-08,2010-06-08,Air,4885.2,South Africa,0,1,South Africa
2011-12-20,2011-12-16,Air,22614.24,Zambia,-4,1,Zambia
2015-01-19,2015-01-20,Air,15890.52,Nigeria,1,0,Nigeria
2014-09-17,2014-09-17,Air Charter,12091.91,Zimbabwe,0,1,Zimbabwe
2010-08-07,2010-08-07,Air,18044.49,Tanzania,0,1,Tanzania
2014-12-19,2014-12-19,Air,1961.49,"Congo, DRC",0,1,"Congo, DRC"
2011-05-30,2011-05-30,Ocean,13731.6,South Africa,0,1,South Africa
2010-09-13,2010-09-13,Air,592.46,Botswana,0,1,Botswana
2010-08-30,2010-08-30,Air,290.0,Haiti,0,1,Haiti
2014-03-27,2014-03-27,Air,27313.0,Rwanda,0,1,Rwanda
2013-07-02,2013-07-02,Air,10627.8,Vietnam,0,1,Vietnam
2010-06-11,2010-06-11,Air,4116.81,South Africa,0,1,South Africa
2010-05-21,2010-05-21,Air,516.35,Ethiopia,0,1,Ethiopia
2011-03-10,2011-03-10,Ocean,15331.5,South Africa,0,1,South Africa
2012-11-28,2012-11-27,Air,28734.43,Nigeria,-1,1,Nigeria
2015-07-18,2015-07-18,Air,8024.1,Cameroon,0,1,Cameroon
2011-07-14,2011-07-14,Air,23623.43,Tanzania,0,1,Tanzania
2010-03-18,2010-03-18,Air,16061.5,Zambia,0,1,Zambia
2010-01-19,2010-01-19,Air,12704.0,Vietnam,0,1,Vietnam
2012-12-12,2012-12-12,Air,1114.0,Uganda,0,1,Uganda
2011-09-21,2011-09-21,Air,19056.13,Vietnam,0,1,Vietnam
2010-10-13,2010-11-17,Air,3646.13,South Africa,35,0,South Africa
2013-06-04,2013-06-04,Air,125.42,Côte d'Ivoire,0,1,Côte d'Ivoire
2014-11-28,2014-11-28,Air,5697.64,Zimbabwe,0,1,Zimbabwe
2011-04-26,2011-04-12,Ocean,11203.81,South Africa,-14,1,South Africa
2011-10-31,2011-10-31,Air,33718.08,Kenya,0,1,Kenya
2015-06-02,2015-06-02,Air,5808.69,Nigeria,0,1,Nigeria
2010-07-29,2010-07-29,Air,7421.81,Vietnam,0,1,Vietnam
2015-05-27,2015-05-27,Air,6949.93,Rwanda,0,1,Rwanda
2014-12-19,2014-12-19,Air,8399.6,Uganda,0,1,Uganda
2010-01-04,2010-01-04,Air,12127.58,Zimbabwe,0,1,Zimbabwe
2011-08-06,2011-08-06,Ocean,10758.45,South Africa,0,1,South Africa
2010-09-06,2010-09-06,Air,807.65,Botswana,0,1,Botswana
2015-06-30,2015-06-30,Air,26294.95,Nigeria,0,1,Nigeria
2010-02-16,2010-02-16,Air,46723.42,Rwanda,0,1,Rwanda
2011-04-18,2011-04-18,Air,566.56,Guatemala,0,1,Guatemala
2013-08-28,2013-08-28,Air,15773.2,Cameroon,0,1,Cameroon
2011-01-11,2011-03-04,Ocean,4295.6,South Africa,52,0,South Africa
2015-02-02,2015-02-02,Air,15012.16,Burundi,0,1,Burundi
2011-12-22,2012-01-04,Ocean,16429.13,South Africa,13,0,South Africa
2010-04-16,2010-04-16,Air,1924.57,Côte d'Ivoire,0,1,Côte d'Ivoire
2015-03-13,2015-03-13,Air,3463.53,Haiti,0,1,Haiti
2013-09-24,2013-09-24,Air,1849.17,Vietnam,0,1,Vietnam
2011-08-12,2011-08-12,Air,10277.92,South Africa,0,1,South Africa
2011-09-05,2011-09-05,Air,13674.64,Vietnam,0,1,Vietnam
2013-11-08,2013-11-08,Ocean,7769.41,Uganda,0,1,Uganda
2011-01-12,2011-01-06,Ocean,6147.08,South Africa,-6,1,South Africa
2014-02-14,2014-02-14,Air,1721.91,Côte d'Ivoire,0,1,Côte d'Ivoire
2015-01-19,2015-01-19,Air,16002.97,Nigeria,0,1,Nigeria
2014-08-01,2014-08-01,Air,2076.58,Haiti,0,1,Haiti
2010-12-17,2010-12-17,Air,3254.23,Haiti,0,1,Haiti
2011-07-26,2011-07-26,Air,9145.1,Vietnam,0,1,Vietnam
2010-12-23,2010-12-23,Air,6475.64,Vietnam,0,1,Vietnam
2013-04-29,2013-04-29,Air,32471.83,Uganda,0,1,Uganda
2012-10-09,2012-10-09,Air,3147.88,Vietnam,0,1,Vietnam
2014-08-19,2014-08-19,Air,35912.43,Nigeria,0,1,Nigeria
2013-01-30,2013-01-30,Air,2040.93,Vietnam,0,1,Vietnam
2010-03-23,2010-03-23,Air,5964.52,Vietnam,0,1,Vietnam
2012-08-01,2012-08-01,Air,35813.98,Nigeria,0,1,Nigeria
2012-09-27,2012-10-04,Air,21225.33,Tanzania,7,0,Tanzania
2013-03-15,2013-03-15,Air,1264.16,Tanzania,0,1,Tanzania
2013-07-05,2013-07-05,Air,1013.7,Uganda,0,1,Uganda
2014-04-28,2014-04-28,Air,53062.21,Rwanda,0,1,Rwanda
2013-08-19,2013-08-19,Air,1678.53,Uganda,0,1,Uganda
2012-09-09,2012-09-09,Air,49069.74,Rwanda,0,1,Rwanda
2010-01-18,2010-01-18,Air,9507.81,Kenya,0,1,Kenya
2011-12-07,2011-12-07,Ocean,8134.37,South Africa,0,1,South Africa
2014-07-20,2014-07-20,Air,6637.36,Zambia,0,1,Zambia
2011-10-31,2011-10-31,Air,498.72,Liberia,0,1,Liberia
2010-03-03,2010-03-03,Air,690.02,Botswana,0,1,Botswana
2014-07-17,2014-07-17,Air,21807.62,Ghana,0,1,Ghana
